id;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;sqft_above;sqft_basement,,
2390;1008000;4;2,5;3200;7500;1,5;0;1;5;1860;1340
2391;363000;3;1;1510;5000;1,5;0;0;3;1510;0,
2392;470000;3;2,5;1970;7500;2;0;0;3;1970;0,
2393;371000;3;1;1210;5750;1,5;0;0;4;1210;0,
2394;742000;4;2,5;3280;27441;2;0;0;3;3280;0,
2395;714000;3;2;2420;17859;1;0;1;5;1500;920,,
2396;644000;5;1,8;2460;6846;1,5;0;0;5;1340;1120
2397;303000;3;1;1180;11862;1;0;0;4;1180;0,,
2398;580000;3;2,8;1900;6400;1;0;0;5;1410;490,
2399;466000;3;3,3;1651;1779;2;0;0;3;1341;310,
2400;545000;4;2,3;2130;11843;2;0;0;4;2130;0,
2401;389000;2;1;1430;3000;1,5;0;0;3;1300;130,
2402;1536000;4;2,5;5730;44947;2;0;4;3;4280;1450,
2403;519000;4;2,5;1910;9244;1;0;0;4;1910;0,
2404;549000;3;1,8;2110;11250;1;0;0;4;2110;0,
2405;443000;2;1,5;1630;3780;1;0;0;4;890;740,
2406;510000;4;2,5;2470;35073;2;0;0;3;2470;0,
2407;674000;4;2,3;2640;31941;1;0;0;4;2640;0,
2408;698000;5;2,8;2990;7420;2;0;0;3;2990;0,
2409;504000;3;2,5;2120;9736;2;0;0;3;2120;0,
2410;793000;3;2,5;2050;6420;1;0;3;3;1730;320,
2411;497000;5;3;1880;5000;1;0;0;3;1100;780,,
2412;1528000;3;3;2790;12523;2;1;4;4;1600;1190,,
2413;699000;4;2,5;3000;7500;2;0;0;3;3000;0,
2414;488000;4;2,5;2140;7245;2;0;0;3;2140;0,
2415;481000;3;2;1769;9300;1;0;0;4;1769;0,,
2416;455000;3;1;1710;6556;1,5;0;0;4;1200;510,
2417;252000;1;0,8;420;6720;1;0;0;3;420;0,
2418;718000;4;2,5;3270;35445;2;0;0;3;3270;0,
2419;526000;4;2,5;2370;10858;2;0;0;3;2370;0,
2420;427000;4;2,5;1770;5855;2;0;0;3;1770;0,
2421;522000;4;2,5;2210;8465;1;0;0;3;1490;720,
2422;425000;3;2,3;1710;4140;2;0;0;3;1710;0,
2423;600000;4;2;2710;4750;1;0;0;4;1460;1250,,
2424;834000;3;3;2340;2970;2;0;0;5;2160;180,,
2425;335000;2;1;1220;17172;1;0;0;4;1220;0,,
2426;315000;3;1;1060;9525;1;0;0;3;1060;0,,
2427;306000;2;1;910;9869;1;0;0;3;910;0,,
2428;484000;4;1,8;1880;3880;1,5;0;0;4;1090;790
2429;532000;4;1,8;1870;5200;2;0;0;4;1200;670,
2430;449000;3;2,3;1480;5400;2;0;0;4;1480;0,
2431;449000;3;2,5;1880;7000;2;0;0;3;1880;0,
2432;439000;4;1,8;1890;6000;1;0;0;4;1110;780,
2433;467000;3;2,8;1560;7392;1;0;0;5;1030;530,
2434;342000;2;1,5;1070;1200;2;0;0;3;1070;0,
2435;1278000;5;4;4410;14380;2;0;0;3;4410;0,,
2436;441000;3;3,3;1470;1235;2;0;0;3;1180;290,
2437;577000;3;2,5;2570;3600;2,5;0;0;3;2570;0
2438;359000;2;2,3;1170;1011;2;0;0;3;1170;0,
2439;760000;5;3,5;2320;4960;2;0;0;5;1720;600,
2440;846000;4;3;2440;9600;2;0;0;5;2440;0,,
2441;1058000;4;2,5;4120;22370;2;0;0;3;4120;0,
2442;448000;2;1,8;1440;5680;1;0;0;4;1440;0,
2443;328000;3;1;1340;11070;1;0;0;4;1340;0,,
2444;765000;6;3,8;3010;4360;2;0;0;3;2000;1010,
2445;419000;3;1,8;1840;8601;1;0;0;3;920;920,
2446;315000;2;1;930;7550;1;0;0;3;930;0,,
2447;882000;4;2,8;4070;115434;2;0;0;3;4070;0,
2448;437000;3;1,8;1820;9545;1;0;0;3;1230;590,
2449;368000;3;1;1280;8184;1,5;0;0;4;1280;0,
2450;318000;2;1;900;4600;1;0;0;3;900;0,,
2451;659000;3;1,8;1980;13503;1;0;2;4;1320;660,
2452;466000;4;2,3;2010;7575;1;0;0;3;1220;790,
2453;679000;4;2,5;2750;4800;2;0;0;3;1960;790,
2454;713000;4;2;3140;10875;1;0;1;3;1940;1200,,
2455;1273000;5;2,3;4200;5800;2,5;0;0;4;2910;1290
2456;430000;3;1,8;1900;8540;1;0;0;3;950;950,
2457;436000;3;1;1830;3000;1,5;0;0;3;1430;400,
2458;870000;5;2,8;3320;23760;2;0;0;4;2190;1130,
2459;644000;4;2,5;2700;10814;1;0;0;4;1560;1140,
2460;404000;3;1;1290;6566;1;0;0;5;1290;0,,
2461;381000;3;1,8;1500;8173;1;0;0;3;1500;0,
2462;1033000;4;2,8;3650;48351;1,5;0;0;4;3650;0
2463;341000;3;1;1270;6405;1,5;0;0;3;1270;0,
2464;536000;4;2,3;2630;39000;2;0;0;3;2630;0,
2465;435000;2;1,5;1800;26615;1;0;0;5;1240;560,
2466;512000;3;1;1870;2807;1,5;0;0;4;1580;290,
2467;627000;4;2,5;2540;6365;2;0;0;3;1870;670,
2468;469000;4;2,5;1930;8660;1;0;0;3;1120;810,
2469;614000;4;2,3;2770;13500;2;0;0;3;2770;0,
2470;505000;4;2,5;2220;5338;2;0;0;3;2220;0,
2471;414000;3;1,5;1650;9957;1;0;0;4;1100;550,
2472;795000;4;2,5;3670;54450;2;0;0;3;3670;0,
2473;887000;4;2,5;3770;35081;2;0;0;3;3770;0,
2474;559000;3;1,8;2350;20820;1;0;0;4;1800;550,
2475;379000;3;1,5;1210;5240;1;0;0;4;610;600,
2476;528000;4;2,5;2010;7972;2;0;0;4;2010;0,
2477;400000;3;2,5;1580;6065;2;0;0;3;1580;0,
2478;283000;2;1;710;7200;1;0;0;3;710;0,,
2479;470000;3;2;1910;5040;1,5;0;0;3;1910;0,
2480;443000;4;2,5;1880;7965;2;0;0;3;1880;0,
2481;488000;2;2;2280;641203;2;0;0;3;2280;0,,
2482;861000;5;2,8;3100;10014;1;0;2;4;1660;1440,
2483;546000;5;2,5;2350;4000;2;0;0;3;2350;0,
2484;692000;3;1,8;1850;6869;1;0;2;5;1100;750,
2485;494000;3;2,5;2070;8337;2;0;0;3;2070;0,
2486;483000;4;2,8;2020;7070;1;0;0;5;1010;1010,
2487;418000;3;2,3;1580;12177;1;0;0;3;1200;380,
2488;598000;4;2,5;2690;7947;2;0;0;3;2690;0,
2489;820000;4;2,5;2420;10285;1;0;4;3;1700;720,
2490;886000;5;1,5;2540;6660;2;0;3;4;2340;200,
2491;295000;2;1;1150;30184;1;0;0;3;1150;0,,
2492;721000;5;2,5;3210;12000;1;0;0;4;1830;1380,
2493;491000;3;2,5;2040;4627;2;0;0;3;2040;0,
2494;496000;3;2,3;1920;4833;1;0;0;4;1060;860,
2495;508000;4;1,8;1900;10588;1;0;0;5;1900;0,
2496;1386000;3;2,5;4310;32093;1,5;0;4;5;2510;1800
2497;357000;3;2,5;1070;1155;2;0;0;3;720;350,
2498;719000;4;2,5;2790;43091;2;0;0;4;2790;0,
2499;679000;3;2,5;2860;4442;2;0;0;3;2860;0,
2500;520000;3;2;2250;8800;1;0;0;4;1250;1000,,
2501;1109000;2;2,3;3170;3000;2;0;2;5;1990;1180,
2502;377000;3;1;1460;7200;1;0;0;3;1260;200,,
2503;403000;3;1;1540;3399;1,5;0;0;3;1200;340,
2504;773000;3;2;2910;6600;2;0;0;4;1920;990,,
2505;349000;3;1,8;1180;13927;1;0;0;5;1180;0,
2506;408000;3;1,8;1640;7437;1;0;0;3;1090;550,
2507;390000;4;2;1520;19672;1;0;0;3;1020;500,,
2508;925000;5;3;3610;9775;2;0;0;3;3610;0,,
2509;371000;3;2,3;1400;3814;2;0;0;3;1400;0,
2510;808000;4;3,5;3200;3250;2;0;0;3;2670;530,
2511;418000;3;3;1384;1287;2;0;0;3;1144;240,,
2512;396000;3;2,3;1410;1287;2;0;0;3;1290;120,
2513;475000;4;2,5;2050;5276;2;0;0;3;2050;0,
2514;425000;4;2,5;1750;4779;2;0;0;3;1750;0,
2515;396000;3;2;1510;6710;1;0;0;3;1070;440,,
2516;461000;3;2,5;1930;7214;2;0;0;3;1930;0,
2517;621000;4;2,5;2960;41656;2;0;0;3;2960;0,
2518;695000;5;2,8;2920;11880;1;0;0;5;1660;1260,
2519;470000;2;1;1980;5000;1;0;0;4;1090;890,,
2520;372000;3;1,8;1430;8865;1;0;0;3;1430;0,
2521;768000;4;2,8;2450;4187;2;0;2;3;2450;0,
2522;527000;4;2,8;2360;4924;2;0;0;3;2360;0,
2523;487000;3;2,5;1890;4838;2;0;0;3;1730;160,
2524;484000;3;1,8;2140;9484;1;0;0;3;1290;850,
2525;452000;3;2;1900;8100;1;0;0;4;950;950,,
2526;599000;4;2,5;2700;9122;2;0;0;3;2700;0,
2527;523000;5;3;2430;8000;1;0;0;4;1370;1060,,
2528;299000;3;1;1110;12150;1;0;0;4;1110;0,,
2529;688000;4;2,8;2280;15347;1;0;0;5;2280;0,
2530;419000;3;1,8;1550;4708;1;0;0;4;860;690,
2531;407000;3;2;1530;8925;1;0;0;3;1530;0,,
2532;515000;4;2,5;2440;28405;2;0;0;3;2440;0,
2533;416000;4;2,3;1760;9602;2;0;0;3;1760;0,
2534;1073000;4;2,3;3040;5000;2;0;3;4;2080;960,
2535;334000;3;1,8;1070;8100;1;0;0;4;1070;0,
2536;468000;3;1,8;1990;5560;1;0;0;4;1100;890,
2537;364000;2;1,5;1090;4000;1;0;0;3;970;120,
2538;431000;4;1,5;1890;6938;1,5;0;0;3;1890;0
2539;316000;3;1;1000;9150;1;0;0;3;1000;0,,
2540;421000;3;1,8;1770;8235;1;0;0;3;1030;740,
2541;729000;4;3;2360;6250;1;0;2;3;1460;900,,
2542;634000;3;3,5;3380;108900;2;0;0;3;2700;680,
2543;427000;3;2,5;1700;3150;2;0;0;3;1700;0,
2544;498000;2;1,8;1600;4000;1;0;0;5;850;750,
2545;473000;4;2,5;2050;6360;2;0;0;3;2050;0,
2546;365000;2;1,8;1210;1040;2;0;0;3;1210;0,
2547;499000;5;3;1940;6355;1;0;0;3;1200;740,,
2548;430000;4;2;1810;8750;1;0;0;2;1110;700,,
2549;407000;4;1,8;1690;4080;1;0;0;4;870;820,
2550;439000;4;2;1800;2970;1;0;0;4;1000;800,,
2551;826000;4;3,5;3280;6603;2;0;0;3;3280;0,
2552;954000;4;2,5;4290;175421;2;0;0;3;4290;0,
2553;332000;3;1,8;1150;9600;1;0;0;3;1150;0,
2554;309000;2;1,5;880;1805;2;0;0;3;880;0,
2555;409000;3;1,5;1720;8100;2;0;0;3;1720;0,
2556;410000;3;1,5;1510;8000;1;0;0;4;1510;0,
2557;394000;4;2;1240;3000;1;0;0;3;1040;200,,
2558;413000;4;2;1580;9581;1;0;0;3;1580;0,,
2559;491000;4;2,3;2170;7737;2;0;0;3;2170;0,
2560;558000;4;2,8;2500;4950;2;0;0;3;2500;0,
2561;331000;1;1;960;2640;1;0;0;3;760;200,,
2562;707000;4;2,5;3030;8507;2;0;0;3;3030;0,
2563;428000;3;1,8;1540;10800;1;0;0;5;770;770,
2564;620000;3;1,8;1890;32340;1,5;0;3;3;1890;0
2565;692000;4;2,5;2810;9800;1;0;0;4;1710;1100,
2566;1270000;4;4;3530;8400;2;0;0;5;2630;900,,
2567;306000;3;1;1100;8536;1;0;0;4;1100;0,,
2568;608000;3;2,5;1940;9775;1;0;2;3;1440;500,
2569;546000;3;2,5;2300;9521;2;0;0;3;2300;0,
2570;509000;3;2,5;2110;3600;2;0;0;3;2110;0,
2571;354000;4;1,5;1220;10580;1;0;0;3;1220;0,
2572;437000;3;1,8;1750;12325;1;0;0;4;1470;280,
2573;350000;3;1,5;1230;8056;1;0;0;4;1230;0,
2574;686000;3;2,5;3100;23790;2;0;0;3;3100;0,
2575;423000;3;2,5;1830;65340;1;0;0;3;1520;310,
2576;611000;5;2,5;2640;7096;2;0;0;3;2640;0,
2577;447000;6;1,8;1840;2774;1;0;0;3;1060;780,
2578;747000;4;2,5;3190;14565;2;0;0;3;3190;0,
2579;336000;2;1;1120;2000;1,5;0;0;3;1120;0,
2580;416000;3;1,5;1760;6723;1;0;0;3;1160;600,
2581;386000;3;2;1590;9912;2;0;0;3;1590;0,,
2582;482000;4;2,5;2120;9603;2;0;0;3;2120;0,
2583;553000;4;2,5;2240;9826;1;0;0;4;1370;870,
2584;335000;2;1;890;2100;1;0;0;4;760;130,,
2585;1000000;3;3,3;2940;5432;3;0;3;4;2440;500,
2586;341000;3;1,5;1220;7300;1;0;0;3;1220;0,
2587;665000;3;2,3;2670;7500;1;0;0;4;1640;1030,
2588;352000;3;1;1120;2300;1;0;0;4;820;300,,
2589;694000;4;2,8;3130;139392;2;0;0;4;3130;0,
2590;463000;4;2,5;1740;7500;1;0;0;4;1220;520,
2591;869000;4;3,5;3290;5414;2;0;1;3;2360;930,
2592;468000;3;1;1770;5720;1,5;0;0;4;1140;630,
2593;692000;4;2,5;2960;5054;2;0;0;3;2960;0,
2594;386000;2;1;1200;4880;1;0;0;3;980;220,,
2595;539000;4;2;2400;6000;2;0;0;3;2400;0,,
2596;610000;4;3,5;2690;6164;2;0;0;3;2690;0,
2597;989000;6;2,3;3550;11780;1;0;0;4;2960;590,
2598;309000;2;1,5;1310;12196;1,5;0;0;3;1310;0
2599;937000;4;2,8;2610;4160;3;0;0;5;1910;700,
2600;619000;5;2,5;2760;8015;1;0;0;4;1600;1160,
2601;417000;3;2;1410;7998;1;0;0;4;1410;0,,
2602;501000;4;1,8;1960;7950;1;0;0;4;1960;0,
2603;402000;3;2,5;1212;1174;3;0;0;3;1212;0,
2604;500000;4;1,5;2220;9496;1;0;0;4;1490;730,
2605;468000;4;2,5;2040;109336;1,5;0;0;4;2040;0
2606;613000;4;2,8;2800;19168;2;0;0;3;2800;0,
2607;473000;3;1,5;2040;6000;1;0;0;3;1340;700,
2608;898000;4;2,5;3070;34412;1;0;3;4;2070;1000,
2609;747000;2;1;830;26329;1;1;3;4;830;0,,
2610;1112000;4;3,5;4140;7089;2;0;0;3;3160;980,
2611;543000;5;2,5;2340;4500;2;0;0;3;2340;0,
2612;428000;3;2,3;1420;1282;3;0;0;3;1420;0,
2613;638000;3;2,8;2670;3738;1;0;0;3;1720;950,
2614;450000;3;2,5;1880;6008;2;0;0;3;1880;0,
2615;884000;4;3,3;3450;6184;2;0;0;3;3450;0,
2616;390000;3;2,3;1200;1400;3;0;0;3;1200;0,
2617;861000;4;3,3;3430;9870;2;0;0;3;3430;0,
2618;391000;3;2,5;1350;1186;2;0;0;3;1120;230,
2619;589000;5;2,5;2570;9962;2;0;0;3;2570;0,
2620;646000;4;3,5;2840;4637;3;0;0;3;2840;0,
2621;591000;4;2,5;2650;5600;2;0;0;3;2650;0,
2622;523000;3;2;1980;2674;3;0;0;3;1980;0,,
2623;402000;3;1,8;1280;7524;1,5;0;0;4;1280;0
2624;580000;4;2,5;2610;7091;2;0;0;3;2610;0,
2625;693000;5;2,8;3010;12611;2;0;0;3;3010;0,
2626;326000;1;1;930;7129;1;0;0;3;930;0,,
2627;344000;3;1,5;1180;7000;1;0;0;4;1180;0,
2628;437000;5;1;1710;9100;1,5;0;0;4;1320;390,
2629;393000;3;2;1380;7476;1;0;0;3;1380;0,,
2630;359000;3;1,8;1190;7280;1;0;0;4;1190;0,
2631;468000;3;2;1870;5909;1;0;0;3;1270;600,,
2632;776000;5;3,5;3130;4797;2;0;0;3;2570;560,
2633;333000;2;1;900;5100;1;0;0;4;900;0,,
2634;457000;3;1,5;1880;7400;1;0;0;3;1480;400,
2635;1075000;4;4,3;3010;4887;2;0;3;4;1940;1070,
2636;639000;3;2,3;2280;5750;1;0;1;4;1150;1130,
2637;661000;3;2,5;2970;21907;2;0;0;3;2970;0,
2638;441000;2;2,5;1620;3196;2;0;0;3;1620;0,
2639;396000;4;1,5;1550;3000;1,5;0;0;3;1350;200
2640;513000;3;1,8;2240;78225;2;0;0;5;2240;0,
2641;668000;3;2,5;2830;6536;2;0;0;3;2830;0,
2642;645000;3;2,5;2890;21780;2;0;0;3;2890;0,
2643;460000;4;2,3;1990;5948;2;0;0;3;1990;0,
2644;366000;3;1,8;1370;8719;1;0;0;3;1370;0,
2645;344000;2;1,5;1088;1360;2;0;0;3;1088;0,
2646;410000;4;1,8;1740;9344;1;0;0;3;1180;560,
2647;440000;3;2;1730;9000;1;0;0;3;1370;360,,
2648;429000;4;2,5;1800;8100;2;0;0;3;1800;0,
2649;496000;3;1,8;1440;12888;1;0;2;3;1090;350,
2650;461000;4;1;1720;2800;1,5;0;0;4;1200;520,
2651;631000;5;3,5;2800;7350;2;0;0;3;2800;0,
2652;618000;3;2,5;2300;6009;1;0;0;3;2300;0,
2653;550000;4;2,3;2030;11585;1;0;0;4;1590;440,
2654;290000;2;1;740;6180;1;0;0;3;740;0,,
2655;4432000;5;6,8;9640;13068;1;1;4;3;4820;4820,
2656;391000;4;1;1920;13787;1;0;0;4;1220;700,,
2657;546000;4;2,5;2490;12929;2;0;0;3;2490;0,
2658;396000;3;2;1380;4800;1;0;0;3;1380;0,,
2659;435000;3;2,5;1530;9406;1;0;0;3;1270;260,
2660;778000;3;3,3;2420;1923;2;0;2;3;1840;580,
2661;443000;4;2,5;2150;37647;2;0;0;3;2150;0,
2662;420000;4;2;1610;9600;1;0;0;5;1610;0,,
2663;661000;4;3,5;2650;3060;2;0;0;3;2060;590,
2664;863000;4;2,8;2700;35362;2;0;0;5;2700;0,
2665;299000;3;1,5;1270;20700;1;0;0;2;1150;120,
2666;714000;4;2,8;3150;38865;1;0;0;3;2480;670,
2667;465000;3;2,3;2010;10760;2;0;0;3;2010;0,
2668;304000;3;1;860;5060;1,5;0;0;3;860;0,
2669;396000;3;2;1410;7466;1;0;0;3;1410;0,,
2670;416000;3;1,8;1700;7532;1;0;0;3;1700;0,
2671;572000;4;2,5;2570;6251;2;0;0;3;2570;0,
2672;356000;2;2,3;1230;932;2;0;0;3;1020;210,
2673;1170000;4;3,5;4170;9748;2;0;0;3;4170;0,
2674;398000;3;2,5;1180;1262;3;0;0;3;1180;0,
2675;345000;3;1,5;1430;7347;1;0;0;3;820;610,
2676;384000;4;2;1450;8400;1,5;0;0;4;1450;0,
2677;512000;3;1,8;2180;7700;1;0;0;3;1480;700,
2678;501000;4;2,5;2210;7079;2;0;0;3;2210;0,
2679;415000;2;1,5;1480;7276;1;0;0;4;940;540,
2680;747000;3;2;2340;3477;1;0;1;5;1170;1170,,
2681;986000;4;3,5;3860;18334;2;0;0;3;3120;740,
2682;555000;3;2,8;2300;4637;2;0;0;3;2300;0,
2683;360000;3;1,5;1450;7375;1;0;0;3;1010;440,
2684;434000;2;2,5;1380;953;3;0;0;3;1380;0,
2685;551000;4;2,5;2470;3811;2;0;0;3;2470;0,
2686;495000;4;1,8;2030;18295;1,5;0;0;4;2030;0
2687;314000;4;0,8;1440;13300;1;0;0;3;1440;0,
2688;347000;3;1,8;1160;6134;1;0;0;3;1160;0,
2689;418000;3;1;1580;3840;2;0;0;3;1580;0,,
2690;385000;2;2,8;1430;1425;2;0;0;3;995;435,
2691;1068000;2;2;1494;19271;2;1;4;3;1494;0,,
2692;510000;4;2,3;1930;7207;1;0;0;4;1360;570,
2693;641000;6;1,8;2740;6360;1;0;3;3;1370;1370,
2694;543000;3;2;1880;3800;1;0;0;5;1030;850,,
2695;610000;3;2,5;2590;7720;2;0;0;3;2590;0,
2696;497000;3;2,3;2140;11266;2;0;0;3;2140;0,
2697;444000;4;2;1870;6000;1,5;0;0;3;1870;0,
2698;403000;2;1;1230;3800;1;0;0;3;1230;0,,
2699;525000;4;2,5;2340;6896;2;0;0;3;2340;0,
2700;798000;3;2,3;2880;7599;1;0;2;3;1710;1170,
2701;316000;3;1,5;880;6600;1;0;0;5;880;0,
2702;713000;3;2,5;3040;7232;2;0;0;3;3040;0,
2703;313000;4;1;1120;7104;1,5;0;0;3;1120;0,
2704;412000;3;2;1380;3600;3;0;0;3;1380;0,,
2705;405000;4;2,5;1660;9760;2;0;0;3;1660;0,
2706;844000;3;2,8;2500;5568;2;0;0;5;2500;0,
2707;847000;4;2,5;2940;10382;2;0;0;4;2940;0,
2708;414000;4;2,5;1670;3315;2;0;0;3;1670;0,
2709;585000;4;2,8;2630;7505;2;0;0;3;2630;0,
2710;590000;4;2,8;2250;7412;1;0;0;4;1480;770,
2711;344000;3;1;1320;7000;1;0;0;4;1320;0,,
2712;1450000;4;3,8;4100;22798;1,5;0;3;5;2540;1560
2713;1260000;3;3,3;4340;4947;2;0;3;3;3060;1280,
2714;791000;4;3;3700;20570;1;0;0;4;1850;1850,,
2715;566000;5;2;2700;10875;1;0;0;4;1540;1160,,
2716;299000;3;1;980;7200;1;0;0;4;980;0,,
2717;638000;4;2,5;2650;11520;2;0;0;3;2110;540,
2718;960000;7;4,3;3670;4000;2;0;1;3;2800;870,
2719;854000;3;1,8;2960;12420;1;0;2;4;1480;1480,
2720;717000;4;2,8;3070;7201;2;0;0;3;3070;0,
2721;378000;3;2,5;1413;3600;2;0;0;3;1413;0,
2722;430000;2;2,5;1260;1347;3;0;0;3;1260;0,
2723;427000;3;2,5;1680;2229;2;0;0;3;1680;0,
2724;365000;3;2,3;1230;1238;2;0;0;3;1080;150,
2725;1266000;3;3,5;4360;6240;2;0;3;3;2960;1400,
2726;1257000;4;4;4420;16526;2;0;0;3;4420;0,,
2727;707000;3;3,3;2770;6278;2;0;0;3;1980;790,
2728;677000;3;2,3;2910;10204;2;0;0;3;2910;0,
2729;1223000;4;3,3;4290;12103;1;0;3;3;2690;1600,
2730;370000;3;2,5;1600;26977;2;0;0;3;1600;0,
2731;434000;4;2,5;1820;6753;2;0;0;3;1820;0,
2732;1429000;6;5;6050;230652;2;0;3;3;6050;0,,
2733;421000;3;1,8;1700;8432;1;0;0;3;1230;470,
2734;288000;2;1;790;11234;1;0;0;4;790;0,,
2735;485000;3;2,3;1720;9000;1;0;0;4;1320;400,
2736;313000;3;1;990;10723;1;0;0;5;990;0,,
2737;453000;4;1,8;1770;9011;1;0;0;5;1050;720,
2738;371000;3;2;1260;8092;1;0;0;3;1260;0,,
2739;925000;4;2,5;3640;10576;2;0;0;3;3640;0,
2740;544000;3;1,8;2040;6000;1;0;0;5;1120;920,
2741;445000;4;1,8;1980;10800;1;0;0;5;990;990,
2742;908000;5;2,5;3600;17300;1;0;0;4;2410;1190,
2743;836000;4;2,5;4270;43386;1;0;0;3;2680;1590,
2744;475000;4;2;2030;9600;1,5;0;0;3;1430;600,
2745;497000;3;3,3;1689;1388;3;0;0;3;1689;0,
2746;616000;5;2,8;2870;4461;1;0;0;3;1650;1220,
2747;362000;3;1,8;1270;4800;1;0;0;3;1270;0,
2748;629000;4;2,5;2790;7938;2;0;0;3;2790;0,
2749;1029000;5;3,3;3850;16249;2;0;2;3;3030;820,
2750;471000;3;2,5;1560;9361;1,5;0;0;4;1360;200
2751;394000;3;1,8;1180;4080;1;0;0;4;760;420,
2752;421000;4;1,8;1820;8118;1;0;0;4;1080;740,
2753;362000;5;1,8;1260;4500;1,5;0;0;3;1260;0
2754;635000;3;2,5;2640;6715;2;0;0;3;1680;960,
2755;366000;2;1;1100;4200;1;0;0;3;1100;0,,
2756;466000;3;2,5;1950;6871;2;0;0;3;1950;0,
2757;407000;3;2;1380;8682;1;0;0;4;1380;0,,
2758;585000;3;2,8;2200;7000;1;0;0;4;1280;920,
2759;457000;4;1,5;2050;7100;1;0;0;3;1050;1000,
2760;622000;5;3;2795;15101;2;0;0;3;2795;0,,
2761;509000;4;2,5;2050;34222;2;0;0;4;2050;0,
2762;1884000;4;3;6430;27517;2;0;0;3;6430;0,,
2763;499000;5;1,8;2150;7171;1;0;0;4;1460;690,
2764;555000;3;1,8;1970;8200;1;0;0;5;1420;550,
2765;670000;4;2,5;2660;12672;1;0;0;4;1740;920,
2766;304000;1;1;720;4800;1;0;0;3;720;0,,
2767;539000;4;2,5;2410;4780;2;0;0;3;2410;0,
2768;764000;3;2;2020;5500;1,5;0;3;3;1790;230,
2769;340000;2;1;1080;9435;1;0;0;3;1080;0,,
2770;328000;3;1,8;1180;14292;1;0;0;3;1180;0,
2771;281000;2;1;660;5000;1;0;0;3;660;0,,
2772;623000;3;1,8;2920;9370;1;0;0;4;1620;1300,
2773;2379000;4;4,3;4850;12445;2;1;4;5;3850;1000,
2774;313000;3;1;1080;8580;1,5;0;0;3;1080;0,
2775;418000;3;1,8;1670;6900;1;0;0;3;1170;500,
2776;402000;6;1;1370;5080;1,5;0;0;3;1120;250,
2777;980000;5;3,5;3450;28324;1;0;0;5;2350;1100,
2778;467000;4;2;1970;10500;1;0;0;3;1820;150,,
2779;516000;4;2,5;2290;6738;2;0;0;3;2290;0,
2780;502000;5;2,5;2240;7543;1;0;0;3;1140;1100,
2781;457000;2;1;1240;6400;1;0;1;4;1060;180,,
2782;736000;3;2,5;2420;43177;2;0;4;4;1690;730,
2783;844000;5;3,5;3260;58806;2;0;0;4;3260;0,
2784;269000;2;1;670;10920;1;0;0;3;670;0,,
2785;959000;5;3,3;3160;10000;2;0;0;4;3160;0,
2786;468000;3;2,3;1990;6350;2;0;0;3;1990;0,
2787;1268000;4;3,5;4680;9700;2;0;0;3;3360;1320,
2788;426000;3;2,5;1700;3575;2;0;0;3;1700;0,
2789;630000;4;2,5;2807;9430;2;0;0;3;2807;0,
2790;420000;4;1,8;1770;9375;1;0;0;4;1170;600,
2791;641000;4;2,5;2570;9000;1;0;0;4;1590;980,
2792;827000;3;3;3450;16200;2;0;0;3;3450;0,,
2793;425000;3;2;1670;7700;1;0;0;3;1170;500,,
2794;358000;3;1,8;1050;6150;1,5;0;0;4;950;100
2795;448000;4;2,5;1910;7683;2;0;0;3;1910;0,
2796;292000;3;1;910;7700;1;0;0;4;910;0,,
2797;566000;5;2,3;2480;12070;2;0;0;3;2480;0,
2798;436000;2;1,5;1820;8867;2;0;0;3;1820;0,
2799;672000;4;2,5;2920;7700;2;0;0;3;2920;0,
2800;412000;5;2,3;1870;11411;1;0;0;4;1170;700,
2801;1032000;4;3,5;3810;9792;2;0;0;3;3810;0,
2802;553000;4;2,3;2190;4080;2;0;0;3;1800;390,
2803;426000;3;2,5;1730;6368;2;0;0;3;1730;0,
2804;469000;5;2,5;2220;9360;1;0;0;4;1110;1110,
2805;344000;3;1,5;1320;8114;1;0;0;3;1320;0,
2806;492000;3;1,8;1510;4800;1;0;2;3;860;650,
2807;497000;3;2;2120;4080;2;0;0;3;2120;0,,
2808;454000;2;2;1690;4500;1;0;0;3;1690;0,,
2809;446000;3;3,5;1360;1419;2;0;0;3;1040;320,
2810;794000;4;2,5;3250;5000;2;0;0;3;3250;0,
2811;416000;3;2,3;1490;1294;2;0;0;3;1220;270,
2812;480000;3;1,8;1930;6360;1;0;0;3;1930;0,
2813;469000;4;2,5;2020;5501;2;0;0;3;2020;0,
2814;406000;3;2,3;1584;2800;2;0;0;3;1584;0,
2815;756000;4;2,5;3170;8523;2;0;0;3;3170;0,
2816;1017000;4;2,8;3870;10046;2;0;0;3;3870;0,
2817;442000;2;2,5;1430;923;3;0;0;3;1410;20,
2818;458000;3;3,3;1380;1120;3;0;0;3;1380;0,
2819;583000;4;2,5;2610;4595;2;0;0;3;2610;0,
2820;481000;3;3,3;1540;1428;3;0;0;3;1540;0,
2821;489000;3;2,5;1940;9000;1;0;0;4;970;970,
2822;523000;3;2,5;2160;3000;1,5;0;0;3;1260;900
2823;386000;4;1,8;1530;8750;1,5;0;0;4;1530;0
2824;399000;3;2;1440;7210;1;0;0;3;1440;0,,
2825;585000;4;2,5;2640;8625;2;0;0;3;2640;0,
2826;1262000;4;3,3;3620;5131;2;0;3;4;2350;1270,
